Op rank by total time	Time of 1 call, microseconds	Number of calls in 1 run	Total time in 1 run	% of total time	Cumulative time, microseconds	% of total cumulative time	(FL)OPs in RegisterStatistics	GFLOP/S achieved	Op name	Device	Input/output tensors
352	    18.70	     1.00	    18.70	     0.01	131416.88	    98.28	     0.00	     0.00	MergeSummary	CPU-0	(string 1x1)(string 1x1)(string 1x1)(string 1x1)->(string 1x1)
353	    53.26	     0.35	    18.64	     0.01	131435.52	    98.30	     0.00	     0.00	ScatterSub	GPU-0	(17191x128)(int32 2432x1)(2432x128)->(17191x128)
354	   205.00	     0.09	    18.45	     0.01	131453.97	    98.31	     0.00	     0.00	Sub	GPU-0	(128x50)(128x1)->(128x50)
355	    50.31	     0.36	    18.11	     0.01	131472.08	    98.32	     0.00	     0.00	Squeeze	GPU-0	(128x1x19)->(128x19)
356	   199.56	     0.09	    17.96	     0.01	131490.04	    98.34	     0.00	     0.00	Shape	GPU-0	(128x1x50)->(int32 3x1)
357	     2.24	     8.00	    17.91	     0.01	131507.95	    98.35	 12280.00	     0.69	L2Loss	GPU-0	(512x1)->(1x1)
358	    49.31	     0.36	    17.75	     0.01	131525.70	    98.36	     0.00	     0.00	Range	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(int32 50x1)
359	    36.75	     0.48	    17.64	     0.01	131543.34	    98.38	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 39x1)(1x1)->(39x128x128)
360	    48.78	     0.36	    17.56	     0.01	131560.90	    98.39	     0.00	     0.00	Sum	GPU-0	(128x19)(int32 1x1)->(128x1)
361	    79.68	     0.22	    17.53	     0.01	131578.43	    98.40	     0.00	     0.00	Add	GPU-0	(128x9x128)(128x9x128)->(128x9x128)
362	    62.25	     0.28	    17.43	     0.01	131595.86	    98.42	     0.00	     0.00	MatMul	GPU-0	(4992x128)(128x128)->(4992x128)
363	    48.31	     0.36	    17.39	     0.01	131613.25	    98.43	     0.00	     0.00	ScatterSub	GPU-0	(7709x128)(int32 2432x1)(2432x128)->(7709x128)
364	   192.78	     0.09	    17.35	     0.01	131630.60	    98.44	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x50)->(boolean 128x50)
365	    74.65	     0.23	    17.17	     0.01	131647.77	    98.46	     0.00	     0.00	Squeeze	GPU-0	(128x1x29)->(128x29)
366	    16.52	     1.00	    16.52	     0.01	131664.29	    98.47	     0.00	     0.00	ApplyGradientDescent	GPU-0	(384x512)(1x1)(int32 1x1)(384x512)->(384x512)
367	    75.09	     0.22	    16.52	     0.01	131680.81	    98.48	     0.00	     0.00	ScatterSub	GPU-0	(17191x128)(int32 3712x1)(3712x128)->(17191x128)
368	     1.48	    11.00	    16.24	     0.01	131697.05	    98.49	     0.00	     0.00	Enter	GPU-0	(int32 1x1)->(int32 1x1)
369	    16.08	     1.00	    16.08	     0.01	131713.13	    98.50	     0.00	     0.00	ScalarSummary	CPU-0	(string 1x1)(1x1)(int32 1x1)->(string 1x1)
370	    21.38	     0.72	    15.39	     0.01	131728.52	    98.52	     0.00	     0.00	Switch	GPU-0	(128x19x128)(int32 1x1)(boolean 1x1)->(128x19x128)
371	   109.50	     0.14	    15.33	     0.01	131743.85	    98.53	     0.00	     0.00	Merge	GPU-0	(128x49x128)(128x49x128)->(128x49x128)(int32 1x1)
372	    15.26	     1.00	    15.26	     0.01	131759.11	    98.54	     1.00	     0.00	Neg	GPU-0	(int32 1x1)->(int32 1x1)
373	     3.05	     5.00	    15.23	     0.01	131774.34	    98.55	     0.00	     0.00	ExpandDims	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)
374	     2.50	     6.00	    14.98	     0.01	131789.32	    98.56	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(2 bytes)
375	    31.61	     0.46	    14.54	     0.01	131803.86	    98.57	     0.00	     0.00	Switch	GPU-0	(128x29x128)(int32 1x1)(boolean 1x1)->(128x29x128)
376	    10.23	     1.41	    14.43	     0.01	131818.29	    98.58	     0.00	     0.00	Shape	GPU-0	(19x128x128)->(int32 3x1)
377	    39.94	     0.36	    14.38	     0.01	131832.67	    98.59	     0.00	     0.00	ExpandDims	GPU-0	(128x19)(int32 1x1)->(128x1x19)
378	    62.35	     0.23	    14.34	     0.01	131847.01	    98.60	     0.00	     0.00	ScatterSub	GPU-0	(7709x128)(int32 3712x1)(3712x128)->(7709x128)
379	    39.58	     0.36	    14.25	     0.01	131861.26	    98.62	     0.00	     0.00	ZerosLike	GPU-0	(128x19)->(128x19)
380	   157.33	     0.09	    14.16	     0.01	131875.42	    98.63	     0.00	     0.00	Less	GPU-0	(int32 51x1)(int32 128x1)->(boolean 128x51)
381	    99.07	     0.14	    13.87	     0.01	131889.29	    98.64	     0.00	     0.00	Squeeze	GPU-0	(128x1x39)->(128x39)
382	   195.43	     0.07	    13.68	     0.01	131902.97	    98.65	     0.00	     0.00	Shape	GPU-0	(128x1x49)->(int32 3x1)
383	   193.86	     0.07	    13.57	     0.01	131916.54	    98.66	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(boolean 128x49)->(boolean 128x49)
384	    37.22	     0.36	    13.40	     0.01	131929.94	    98.67	     0.00	     0.00	MatMul	GPU-0	(2432x128)(2432x128)->(128x128)
385	    13.39	     1.00	    13.39	     0.01	131943.33	    98.68	     0.00	     0.00	VariableV2	CPU-0	(no input)->(int32 1x1)
386	    57.13	     0.23	    13.14	     0.01	131956.47	    98.69	     0.00	     0.00	ExpandDims	GPU-0	(128x29)(int32 1x1)->(128x1x29)
387	    36.44	     0.36	    13.12	     0.01	131969.59	    98.70	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x1x19)
388	     0.87	    15.00	    13.10	     0.01	131982.69	    98.71	     0.00	     0.00	Exit	GPU-0	(128x128)->(128x128)
389	   185.14	     0.07	    12.96	     0.01	131995.65	    98.72	     0.00	     0.00	Sub	GPU-0	(128x49)(128x1)->(128x49)
390	    55.74	     0.23	    12.82	     0.01	132008.47	    98.73	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x1x29)
391	    35.25	     0.36	    12.69	     0.01	132021.16	    98.73	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(boolean 128x19)
392	   180.86	     0.07	    12.66	     0.01	132033.82	    98.74	     0.00	     0.00	Fill	GPU-0	(int32 2x1)(1x1)->(128x49)
393	   179.00	     0.07	    12.53	     0.01	132046.35	    98.75	     0.00	     0.00	ZerosLike	GPU-0	(128x49)->(128x49)
394	   177.14	     0.07	    12.40	     0.01	132058.75	    98.76	     0.00	     0.00	Sum	GPU-0	(128x49)(int32 1x1)->(128x1)
395	    28.84	     0.43	    12.40	     0.01	132071.15	    98.77	     0.00	     0.00	Range	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(int32 49x1)
396	    53.43	     0.23	    12.29	     0.01	132083.44	    98.78	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(boolean 128x29)
397	     3.07	     4.00	    12.29	     0.01	132095.73	    98.79	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(4 bytes)
398	     2.45	     5.00	    12.25	     0.01	132107.98	    98.80	     0.00	     0.00	Snapshot	GPU-0	(boolean 1x1)->(boolean 1x1)
399	    52.96	     0.23	    12.18	     0.01	132120.16	    98.81	     0.00	     0.00	MatMul	GPU-0	(3712x128)(3712x128)->(128x128)
400	    24.75	     0.48	    11.88	     0.01	132132.04	    98.82	     0.00	     0.00	L2Loss	GPU-0	(4992x128)->(1x1)
401	    32.28	     0.36	    11.62	     0.01	132143.66	    98.83	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x1x19)->(128x1x19)
402	   127.89	     0.09	    11.51	     0.01	132155.17	    98.84	     0.00	     0.00	Squeeze	GPU-0	(128x1x50)->(128x50)
403	    11.49	     1.00	    11.49	     0.01	132166.66	    98.84	     0.00	     0.00	NextIteration	CPU-0	(1x1)->(1x1)
404	    15.86	     0.72	    11.42	     0.01	132178.08	    98.85	     0.00	     0.00	NextIteration	GPU-0	(128x19x128)->(128x19x128)
405	    49.43	     0.23	    11.37	     0.01	132189.45	    98.86	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x1x29)->(128x1x29)
406	    25.73	     0.44	    11.32	     0.01	132200.77	    98.87	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 9x1)(9x128x128)(1x1)->(1x1)
407	     1.40	     8.00	    11.22	     0.01	132211.99	    98.88	     0.00	     0.00	Enter	GPU-0	(tf_resource 1x1)(1x1)->(tf_resource 1x1)
408	    15.70	     0.71	    11.15	     0.01	132223.14	    98.89	     0.00	     0.00	Mul	GPU-0	(2432x128)(1x1)(int32 1x1)->(2432x128)
409	    39.54	     0.28	    11.07	     0.01	132234.21	    98.89	     0.00	     0.00	Switch	GPU-0	(128x39x128)(int32 1x1)(boolean 1x1)->(128x39x128)
410	    11.02	     1.00	    11.02	     0.01	132245.23	    98.90	196608.00	    17.84	Mul	GPU-0	(384x512)(1x1)->(384x512)
411	    78.64	     0.14	    11.01	     0.01	132256.24	    98.91	     0.00	     0.00	ExpandDims	GPU-0	(128x39)(int32 1x1)->(128x1x39)
412	    10.93	     1.00	    10.93	     0.01	132267.17	    98.92	     0.00	     0.00	Const	CPU-0	(no input)->(int32 2x1)
413	    23.76	     0.46	    10.93	     0.01	132278.10	    98.93	     0.00	     0.00	NextIteration	GPU-0	(128x29x128)->(128x29x128)
414	     5.44	     2.00	    10.88	     0.01	132288.98	    98.94	196606.00	    18.07	L2Loss	GPU-0	(256x128)->(1x1)
415	     2.71	     4.00	    10.83	     0.01	132299.81	    98.94	     0.00	     0.00	Const	GPU-0	(no input)->(512x1)
416	     1.20	     9.00	    10.80	     0.01	132310.61	    98.95	     0.00	     0.00	Enter	GPU-0	(256x512)->(256x512)
417	    29.72	     0.36	    10.70	     0.01	132321.31	    98.96	     0.00	     0.00	Transpose	GPU-0	(128x19x128)(int32 3x1)->(19x128x128)
418	    46.30	     0.23	    10.65	     0.01	132331.96	    98.97	     0.00	     0.00	Reshape	GPU-0	(128x1x29)(int32 2x1)->(128x29)
419	    29.56	     0.36	    10.64	     0.01	132342.60	    98.98	     0.00	     0.00	Reshape	GPU-0	(128x1x19)(int32 2x1)->(128x19)
420	    23.56	     0.45	    10.60	     0.01	132353.20	    98.98	     0.00	     0.00	Mul	GPU-0	(3712x128)(1x1)(int32 1x1)->(3712x128)
421	    23.51	     0.45	    10.58	     0.01	132363.78	    98.99	     0.00	     0.00	Mul	GPU-0	(3712x128)(1x1)->(3712x128)
422	    75.29	     0.14	    10.54	     0.01	132374.32	    99.00	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x1x39)
423	    45.65	     0.23	    10.50	     0.01	132384.82	    99.01	     0.00	     0.00	Transpose	GPU-0	(128x29x128)(int32 3x1)->(29x128x128)
424	    74.93	     0.14	    10.49	     0.01	132395.31	    99.01	     0.00	     0.00	ScatterSub	GPU-0	(7709x128)(int32 4992x1)(4992x128)->(7709x128)
425	    44.13	     0.23	    10.15	     0.01	132405.46	    99.02	     0.00	     0.00	Sum	GPU-0	(128x29)(int32 1x1)->(128x29)
426	    55.72	     0.18	    10.03	     0.01	132415.49	    99.03	     0.00	     0.00	Switch	GPU-0	(128x50x128)(int32 1x1)(boolean 1x1)->(128x50x128)
427	    27.75	     0.36	     9.99	     0.01	132425.48	    99.04	     0.00	     0.00	Sum	GPU-0	(128x19)(int32 1x1)->(128x19)
428	     4.97	     2.00	     9.94	     0.01	132435.42	    99.04	 98302.00	     9.89	L2Loss	GPU-0	(128x128)->(1x1)
429	    70.57	     0.14	     9.88	     0.01	132445.30	    99.05	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(boolean 128x39)
430	    69.86	     0.14	     9.78	     0.01	132455.08	    99.06	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x1x39)->(128x1x39)
431	   122.25	     0.08	     9.78	     0.01	132464.86	    99.07	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 38x1)(38x128x128)(1x1)->(1x1)
432	    21.22	     0.46	     9.76	     0.01	132474.62	    99.07	     0.00	     0.00	Mul	GPU-0	(128x29x128)(128x29x1)->(128x29x128)
433	    97.20	     0.10	     9.72	     0.01	132484.34	    99.08	     0.00	     0.00	ScatterSub	GPU-0	(17191x128)(int32 4992x1)(4992x128)->(17191x128)
434	     2.41	     4.00	     9.64	     0.01	132493.98	    99.09	     0.00	     0.00	VariableV2	GPU-0	(no input)->(512x1)
435	    52.72	     0.18	     9.49	     0.01	132503.47	    99.10	     0.00	     0.00	MatMul	GPU-0	(6400x128)(128x128)->(6400x128)
436	     4.55	     2.00	     9.10	     0.01	132512.57	    99.10	     0.00	     0.00	NoOp	GPU-0	(no input)->(no output info)
437	    82.27	     0.11	     9.05	     0.01	132521.62	    99.11	     0.00	     0.00	Softmax	GPU-0	(128x9)->(128x9)
438	     9.02	     1.00	     9.02	     0.01	132530.64	    99.12	     0.00	     0.00	Max	GPU-0	(int32 128x1)(int32 1x1)->(int32 1x1)
439	    99.89	     0.09	     8.99	     0.01	132539.63	    99.12	     0.00	     0.00	ExpandDims	GPU-0	(128x50)(int32 1x1)->(128x1x50)
440	    20.41	     0.44	     8.98	     0.01	132548.61	    99.13	     0.00	     0.00	Shape	GPU-0	(128x9)->(int32 2x1)
441	     1.12	     8.00	     8.98	     0.01	132557.59	    99.14	     0.00	     0.00	Enter	GPU-0	(512x1)->(512x1)
442	     4.46	     2.00	     8.92	     0.01	132566.51	    99.14	     0.00	     0.00	Prod	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)
443	    12.41	     0.71	     8.81	     0.01	132575.32	    99.15	     0.00	     0.00	Mul	GPU-0	(2432x128)(1x1)->(2432x128)
444	   125.57	     0.07	     8.79	     0.01	132584.11	    99.16	     0.00	     0.00	Squeeze	GPU-0	(128x1x49)->(128x49)
445	    62.14	     0.14	     8.70	     0.01	132592.81	    99.16	     0.00	     0.00	MatMul	GPU-0	(4992x128)(4992x128)->(128x128)
446	     2.87	     3.00	     8.61	     0.01	132601.42	    99.17	     0.00	     0.00	Const	GPU-0	(no input)->(256x512)
447	     8.18	     1.05	     8.59	     0.01	132610.01	    99.18	     0.00	     0.00	Shape	GPU-0	(19x128)->(int32 2x1)
448	     4.28	     2.00	     8.55	     0.01	132618.56	    99.18	     0.00	     0.00	Fill	GPU-0	(int32 2x1)(1x1)->(128x128)
449	    94.78	     0.09	     8.53	     0.01	132627.09	    99.19	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x1x50)
450	     4.20	     2.00	     8.39	     0.01	132635.48	    99.19	     0.00	     0.00	Cast	GPU-0	(int32 1x1)->(1x1)
451	    59.29	     0.14	     8.30	     0.01	132643.78	    99.20	     0.00	     0.00	Reshape	GPU-0	(128x1x39)(int32 2x1)->(128x39)
452	     2.06	     4.00	     8.25	     0.01	132652.03	    99.21	     0.00	     0.00	ApplyGradientDescent	GPU-0	(512x1)(1x1)(int32 1x1)(512x1)->(512x1)
453	    11.40	     0.72	     8.21	     0.01	132660.24	    99.21	     0.00	     0.00	Mul	GPU-0	(128x19x128)(128x19x1)->(128x19x128)
454	    29.21	     0.28	     8.18	     0.01	132668.42	    99.22	     0.00	     0.00	NextIteration	GPU-0	(128x39x128)->(128x39x128)
455	     2.71	     3.00	     8.13	     0.01	132676.55	    99.23	     0.00	     0.00	VariableV2	GPU-0	(no input)->(256x512)
456	    57.64	     0.14	     8.07	     0.01	132684.62	    99.23	     0.00	     0.00	Sum	GPU-0	(128x39)(int32 1x1)->(128x39)
457	     3.99	     2.00	     7.98	     0.01	132692.60	    99.24	     0.00	     0.00	TensorArraySizeV3	GPU-0	(tf_resource 1x1)(1x1)(1x1)->(int32 1x1)
458	    88.56	     0.09	     7.97	     0.01	132700.57	    99.24	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(boolean 128x50)
459	    87.56	     0.09	     7.88	     0.01	132708.45	    99.25	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x1x50)->(128x1x50)
460	     7.82	     1.00	     7.82	     0.01	132716.27	    99.25	     0.00	     0.00	Merge	GPU-0	(1|2|3x1)(1x1)->(1x1)(int32 1x1)
461	    32.33	     0.24	     7.76	     0.01	132724.03	    99.26	     0.00	     0.00	Mul	GPU-0	(4992x128)(1x1)(int32 1x1)->(4992x128)
462	    55.14	     0.14	     7.72	     0.01	132731.75	    99.27	     0.00	     0.00	Switch	GPU-0	(128x49x128)(int32 1x1)(boolean 1x1)->(128x49x128)
463	    31.96	     0.24	     7.67	     0.01	132739.42	    99.27	     0.00	     0.00	Mul	GPU-0	(4992x128)(1x1)->(4992x128)
464	    31.71	     0.24	     7.61	     0.01	132747.03	    99.28	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 49x1)(1x1)->(49x128x128)
465	    54.21	     0.14	     7.59	     0.01	132754.62	    99.28	     0.00	     0.00	Transpose	GPU-0	(128x39x128)(int32 3x1)->(39x128x128)
466	    20.89	     0.36	     7.52	     0.01	132762.14	    99.29	     0.00	     0.00	Reshape	GPU-0	(128x19)(int32 3x1)->(128x1x19)
467	     2.98	     2.52	     7.50	     0.01	132769.64	    99.29	     0.00	     0.00	Shape	GPU-0	(128x19x128)->(int32 3x1)
468	    32.57	     0.23	     7.49	     0.01	132777.13	    99.30	     0.00	     0.00	AddN	GPU-0	(128x29x128)(128x29x128)->(128x29x128)
469	     1.87	     4.00	     7.48	     0.01	132784.61	    99.31	  2048.00	     0.27	Mul	GPU-0	(512x1)(1x1)->(512x1)
470	    82.89	     0.09	     7.46	     0.01	132792.07	    99.31	     0.00	     0.00	ScatterSub	GPU-0	(17191x128)(int32 6528x1)(6528x128)->(17191x128)
471	     7.39	     1.00	     7.39	     0.01	132799.46	    99.32	     0.00	     0.00	Shape	CPU-0	(int32 128x1)->(int32 1x1)
472	     7.39	     1.00	     7.39	     0.01	132806.85	    99.32	     0.00	     0.00	StridedSlice	GPU-0	(int32 3x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 2x1)
473	    26.32	     0.28	     7.37	     0.01	132814.22	    99.33	     0.00	     0.00	Mul	GPU-0	(128x39x128)(128x39x1)->(128x39x128)
474	    20.39	     0.36	     7.34	     0.01	132821.56	    99.33	     0.00	     0.00	AddN	GPU-0	(128x19x128)(128x19x128)->(128x19x128)
475	    31.87	     0.23	     7.33	     0.01	132828.89	    99.34	     0.00	     0.00	Reshape	GPU-0	(128x29)(int32 3x1)->(128x1x29)
476	     1.83	     4.00	     7.32	     0.01	132836.21	    99.34	     4.00	     0.00	Mul	GPU-0	(1x1)(1x1)->(1x1)
477	    80.67	     0.09	     7.26	     0.01	132843.47	    99.35	     0.00	     0.00	Sum	GPU-0	(128x50)(int32 1x1)->(128x50)
478	    79.44	     0.09	     7.15	     0.01	132850.62	    99.36	     0.00	     0.00	Reshape	GPU-0	(128x1x50)(int32 2x1)->(128x50)
479	    39.44	     0.18	     7.10	     0.01	132857.72	    99.36	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 50x1)(1x1)->(50x128x128)
480	     7.05	     1.00	     7.05	     0.01	132864.77	    99.37	     0.00	     0.00	Merge	GPU-0	(1x1)(1)->(1x1)(int32 1x1)
481	    39.17	     0.18	     7.05	     0.01	132871.82	    99.37	     0.00	     0.00	NextIteration	GPU-0	(128x50x128)->(128x50x128)
482	    21.27	     0.33	     7.02	     0.01	132878.84	    99.38	     0.00	     0.00	Mul	GPU-0	(1x1)(128x9)->(128x9)
483	    98.43	     0.07	     6.89	     0.01	132885.73	    99.38	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x1x49)
484	   343.50	     0.02	     6.87	     0.01	132892.60	    99.39	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 48x1)(48x128x128)(1x1)->(1x1)
485	    20.76	     0.33	     6.85	     0.01	132899.45	    99.39	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x9)->(128x9)
486	    96.57	     0.07	     6.76	     0.01	132906.21	    99.40	     0.00	     0.00	ExpandDims	GPU-0	(128x49)(int32 1x1)->(128x1x49)
487	     3.37	     2.00	     6.73	     0.01	132912.94	    99.40	     2.00	     0.00	Reciprocal	GPU-0	(1x1)->(1x1)
488	     3.36	     2.00	     6.72	     0.01	132919.66	    99.41	     0.00	     0.00	Prod	GPU-0	(int32 2x1)(int32 1x1)->(int32 1x1)
489	     6.67	     1.00	     6.67	     0.00	132926.33	    99.41	     0.00	     0.00	VariableV2	GPU-0	(no input)->(1x1)
490	    27.12	     0.24	     6.51	     0.00	132932.84	    99.42	     0.00	     0.00	L2Loss	GPU-0	(6272x128)->(1x1)
491	     3.02	     2.12	     6.40	     0.00	132939.24	    99.42	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(9728 bytes)
492	    27.83	     0.23	     6.40	     0.00	132945.64	    99.43	     0.00	     0.00	Transpose	GPU-0	(29x128x128)(int32 3x1)->(128x29x128)
493	    90.71	     0.07	     6.35	     0.00	132951.99	    99.43	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(boolean 128x49)
494	     6.28	     1.00	     6.28	     0.00	132958.27	    99.44	     0.00	     0.00	StridedSlice	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)(int32 1x1)->(int32 1x1)
495	    34.50	     0.18	     6.21	     0.00	132964.48	    99.44	     0.00	     0.00	TensorArrayGatherV3	GPU-0	(tf_resource 1x1)(1x1)(int32 51x1)(1x1)->(51x128x128)
496	     6.21	     1.00	     6.21	     0.00	132970.69	    99.45	     1.00	     0.00	Maximum	GPU-0	(int32 1x1)(int32 1x1)->(int32 1x1)
497	    86.71	     0.07	     6.07	     0.00	132976.76	    99.45	     0.00	     0.00	ScatterSub	GPU-0	(7709x128)(int32 6272x1)(6272x128)->(7709x128)
498	    66.89	     0.09	     6.02	     0.00	132982.78	    99.45	     0.00	     0.00	ScatterSub	GPU-0	(7709x128)(int32 6400x1)(6400x128)->(7709x128)
499	    18.18	     0.33	     6.00	     0.00	132988.78	    99.46	     0.00	     0.00	Mul	GPU-0	(128x9)(128x9)->(128x9)
500	    22.19	     0.27	     5.99	     0.00	132994.77	    99.46	     0.00	     0.00	Shape	GPU-0	(51x128)->(int32 2x1)
501	    42.43	     0.14	     5.94	     0.00	133000.71	    99.47	     0.00	     0.00	Reshape	GPU-0	(128x39)(int32 3x1)->(128x1x39)
502	    17.97	     0.33	     5.93	     0.00	133006.64	    99.47	     0.00	     0.00	StackPopV2	GPU-0	(tf_resource 1x1)->(128x9)
503	    84.57	     0.07	     5.92	     0.00	133012.56	    99.48	     0.00	     0.00	StackPushV2	GPU-0	(tf_resource 1x1)(128x1x49)->(128x1x49)
504	    26.82	     0.22	     5.90	     0.00	133018.46	    99.48	     0.00	     0.00	Merge	GPU-0	(128x9x128)(128x9x128)->(128x9x128)(int32 1x1)
505	     5.85	     1.00	     5.85	     0.00	133024.31	    99.49	     0.00	     0.00	Shape	GPU-0	(int32 128x1)->(int32 1x1)
506	     5.77	     1.00	     5.77	     0.00	133030.08	    99.49	     0.00	     0.00	Size	CPU-0	(int32 128x1)->(int32 1x1)
507	     5.76	     1.00	     5.76	     0.00	133035.84	    99.49	     0.00	     0.00	BroadcastGradientArgs	GPU-0	(int32 3x1)(int32 3x1)->(int32 1x1)(int32 1x1)
508	    40.64	     0.14	     5.69	     0.00	133041.53	    99.50	     0.00	     0.00	AddN	GPU-0	(128x39x128)(128x39x128)->(128x39x128)
509	    40.50	     0.14	     5.67	     0.00	133047.20	    99.50	     0.00	     0.00	NextIteration	GPU-0	(128x49x128)->(128x49x128)
510	    62.67	     0.09	     5.64	     0.00	133052.84	    99.51	     0.00	     0.00	MatMul	GPU-0	(6400x128)(6400x128)->(128x128)
511	    80.14	     0.07	     5.61	     0.00	133058.45	    99.51	     0.00	     0.00	Sum	GPU-0	(128x49)(int32 1x1)->(128x49)
512	   280.50	     0.02	     5.61	     0.00	133064.06	    99.51	     0.00	     0.00	TensorArrayScatterV3	GPU-0	(tf_resource 1x1)(1x1)(int32 46x1)(46x128x128)(1x1)->(1x1)
513	    80.00	     0.07	     5.60	     0.00	133069.66	    99.52	     0.00	     0.00	Reshape	GPU-0	(128x1x49)(int32 2x1)->(128x49)
514	   110.20	     0.05	     5.51	     0.00	133075.17	    99.52	     0.00	     0.00	ScatterSub	GPU-0	(17191x128)(int32 6272x1)(6272x128)->(17191x128)
515	    30.56	     0.18	     5.50	     0.00	133080.67	    99.53	     0.00	     0.00	L2Loss	GPU-0	(6400x128)->(1x1)
516	     6.83	     0.77	     5.26	     0.00	133085.93	    99.53	     0.00	     0.00	Range	GPU-0	(int32 1x1)(int32 1x1)(int32 1x1)->(int32 9x1)
517	    23.73	     0.22	     5.22	     0.00	133091.15	    99.54	     0.00	     0.00	MatMul	GPU-0	(1152x128)(128x128)->(1152x128)
518	     2.61	     2.00	     5.22	     0.00	133096.37	    99.54	    26.00	     0.00	Sum	GPU-0	(14x1)(int32 1x1)->(1x1)
519	     2.56	     2.00	     5.11	     0.00	133101.48	    99.54	     0.00	     0.00	Sqrt	GPU-0	(1x1)->(1x1)
520	   125.75	     0.04	     5.03	     0.00	133106.51	    99.55	     0.00	     0.00	Less	GPU-0	(int32 38x1)(int32 128x1)->(boolean 128x38)
521	    55.67	     0.09	     5.01	     0.00	133111.52	    99.55	     0.00	     0.00	Reshape	GPU-0	(128x50)(int32 3x1)->(128x1x50)
522	     1.00	     5.00	     5.01	     0.00	133116.53	    99.55	     0.00	     0.00	Assert	CPU-0	(boolean 1x1)(string 1x1)(int32 2x1)(int32 2x1)->(no output info)
523	     1.00	     5.00	     4.99	     0.00	133121.52	    99.56	     0.00	     0.00	Exit	GPU-0	(1x1)->(1x1)
524	    54.89	     0.09	     4.94	     0.00	133126.46	    99.56	     0.00	     0.00	Transpose	GPU-0	(128x50x128)(int32 3x1)->(50x128x128)
525	    41.08	     0.12	     4.93	     0.00	133131.39	    99.57	     0.00	     0.00	Mul	GPU-0	(6272x128)(1x1)(int32 1x1)->(6272x128)
526	     3.05	     1.61	     4.91	     0.00	133136.30	    99.57	     0.00	     0.00	Shape	GPU-0	(128x29x128)->(int32 3x1)
527	    34.50	     0.14	     4.83	     0.00	133141.13	    99.57	     0.00	     0.00	Transpose	GPU-0	(39x128x128)(int32 3x1)->(128x39x128)
528	     2.42	     2.00	     4.83	     0.00	133145.96	    99.58	     0.00	     0.00	MEMCPYHtoD	GPU-0	(Transfer)->(8 bytes)
529	    26.61	     0.18	     4.79	     0.00	133150.75	    99.58	     0.00	     0.00	L2Loss	GPU-0	(6528x128)->(1x1)
530	    39.83	     0.12	     4.78	     0.00	133155.53	    99.58	     0.00	     0.00	Mul	GPU-0	(6272x128)(1x1)->(6272x128)
531	     6.72	     0.71	     4.77	     0.00	133160.30	    99.59	     0.00	     0.00	Size	GPU-0	(int32 19x128)->(int32 1x1)
532	     4.50	     1.05	     4.72	     0.00	133165.02	    99.59	     0.00	     0.00	Transpose	GPU-0	(int32 128x19)(int32 128x19)(int32 128x19)(int32 128x1)(int32 128x1)(int32 2x1)->(int32 19x128)
533	    21.00	     0.22	     4.62	     0.00	133169.64	    99.59	     0.00	     0.00	Select	GPU-0	(boolean 128x9)(128x9)(128x9)->(128x9)
